191.41,15.301,45.675
192.39,16.815,57.816
193.03,17.878,44.711
194.51,19.681,39.315
195.67,20.952,41.05
196.57,22.164,55.118
196.9,22.741,56.467
198.17,24.412,47.024
199.28,25.796,47.795
200.43,27.034,41.05
201.04,27.579,44.711
202.1,28.494,39.315
202.86,29.136,45.097
204.25,30.577,37.966
205.27,31.696,41.05
206.82,32.944,38.737
207.87,33.633,33.919
208.04,35.17,38.351
207.68,36.363,42.399
208.24,37.431,45.097
208.99,37.903,44.519
210.01,38.881,59.744
211.52,39.668,48.758
211.7,41.809,54.733
212.5,43.3,58.587
213.31,45.026,60.322
213.71,46.006,62.442
215.67,47.118,52.42
217.43,47.741,30.064
218.66,48.014,16.574
219,47.976,26.017
216.14,50.318,12.527
